rank,team,champion_pct,finalist_pct,semifinal_pct,quarterfinal_pct,r16_pct,r32_pct,group_exit_pct,method
1,Spain,13.862,21.276,31.958,45.467999999999996,64.268,94.33200000000001,5.668,historical_hybrid
2,Argentina,11.784,18.951999999999998,28.974,42.946,61.208,94.206,5.794,historical_hybrid
3,France,9.344,15.815999999999999,26.422,41.872,63.57000000000001,91.686,8.314,historical_hybrid
4,Portugal,4.466,8.716,16.238,29.154000000000003,51.298,84.63199999999999,15.368,historical_hybrid
5,Brazil,4.442,8.644,16.834,30.215999999999998,50.842,88.75,11.25,historical_hybrid
6,England,4.367999999999999,8.424,16.044,28.727999999999998,52.12,89.17,10.83,historical_hybrid
7,Colombia,3.856,7.9399999999999995,15.014,27.261999999999997,49.394,83.094,16.906,historical_hybrid
8,Ecuador,3.642,7.606,15.142,27.638,52.732,88.344,11.655999999999999,historical_hybrid
9,Netherlands,3.52,7.248,14.693999999999999,27.860000000000003,47.8,85.676,14.324,historical_hybrid
10,Japan,3.184,6.474,13.04,25.244,45.914,83.26,16.74,historical_hybrid
11,Morocco,3.124,6.52,13.488,25.656000000000002,46.611999999999995,84.99,15.010000000000002,historical_hybrid
12,Mexico,3.006,6.4799999999999995,13.611999999999998,27.278000000000002,52.35999999999999,88.84,11.16,historical_hybrid
13,Switzerland,2.846,6.066,12.636,26.58,52.778000000000006,89.17,10.83,historical_hybrid
14,Germany,2.828,6.138,12.664,24.266,48.498000000000005,86.872,13.128,historical_hybrid
15,Belgium,2.568,5.64,11.411999999999999,24.474,47.244,86.46000000000001,13.54,historical_hybrid
16,Croatia,2.548,5.492,11.626,23.483999999999998,46.589999999999996,85.718,14.282,historical_hybrid
17,Norway,2.342,5.252,11.276,22.508,42.64,75.844,24.156,historical_hybrid
18,Türkiye,2.228,4.878,10.156,21.648,44.784,80.298,19.702,historical_hybrid
19,Uruguay,1.932,4.306,9.096,18.326,34.088,77.332,22.668,historical_hybrid
20,Senegal,1.718,3.8240000000000003,8.41,18.268,35.866,66.518,33.482,historical_hybrid
21,Canada,1.424,3.474,8.161999999999999,19.566,43.594,81.594,18.406,historical_hybrid
22,Paraguay,1.294,3.2460000000000004,7.5200000000000005,17.754,38.942,74.71,25.290000000000003,historical_hybrid
23,Algeria,1.252,2.956,6.764,14.680000000000001,30.074,68.528,31.472,historical_hybrid
24,Iran,1.194,2.91,7.062,16.822,37.158,75.618,24.382,historical_hybrid
25,South Korea,0.8619999999999999,2.268,6.116,15.443999999999999,37.804,78.774,21.226,historical_hybrid
26,Austria,0.8420000000000001,2.2399999999999998,5.2,12.592,26.322000000000003,64.02799999999999,35.972,historical_hybrid
27,Australia,0.74,2.01,5.044,13.200000000000001,31.354,65.98,34.02,historical_hybrid
28,Egypt,0.638,1.8499999999999999,4.997999999999999,13.024,32.328,72.018,27.982000000000003,historical_hybrid
29,Panama,0.47600000000000003,1.442,3.8760000000000003,9.486,23.538,60.79599999999999,39.204,historical_hybrid
30,Uzbekistan,0.438,1.246,3.254,8.193999999999999,20.968,50.104000000000006,49.896,historical_hybrid
31,Ivory Coast,0.374,1.11,3.282,9.174,24.528,61.576,38.424,historical_hybrid
32,Czechia,0.366,1.204,3.508,10.086,27.278000000000002,63.876,36.124,historical_hybrid
33,Scotland,0.356,1.064,3.076,8.790000000000001,21.302,53.618,46.382,historical_hybrid
34,DR Congo,0.3,0.9339999999999999,2.564,7.077999999999999,19.358,47.620000000000005,52.38,historical_hybrid
35,Tunisia,0.272,0.812,2.4619999999999997,6.948,18.996,51.596,48.404,historical_hybrid
36,USA,0.246,0.7799999999999999,2.468,7.28,20.768,50.666,49.334,historical_hybrid
37,Bosnia and Herzegovina,0.20400000000000001,0.66,2.0420000000000003,6.636,20.686,56.042,43.958000000000006,historical_hybrid
38,Jordan,0.202,0.6839999999999999,1.9220000000000002,5.2139999999999995,13.139999999999999,36.584,63.416,historical_hybrid
39,Sweden,0.192,0.732,2.144,6.304,17.236,47.31,52.690000000000005,historical_hybrid
40,Iraq,0.168,0.5579999999999999,1.678,4.768,12.408,31.556,68.444,historical_hybrid
41,Haiti,0.126,0.488,1.678,5.164,14.876000000000001,40.944,59.056,historical_hybrid
42,Cape Verde,0.124,0.48,1.76,5.412,14.782,49.096000000000004,50.904,historical_hybrid
43,Saudi Arabia,0.066,0.244,0.932,3.2520000000000002,10.958,41.596,58.404,historical_hybrid
44,South Africa,0.066,0.248,0.946,3.656,12.548,38.646,61.354,historical_hybrid
45,Ghana,0.048,0.16199999999999998,0.584,2.214,7.866,28.602,71.398,historical_hybrid
46,Curaçao,0.042,0.13799999999999998,0.606,2.298,8.764,30.409999999999997,69.59,historical_hybrid
47,Qatar,0.04,0.178,0.782,3.1620000000000004,11.895999999999999,39.582,60.418000000000006,historical_hybrid
48,New Zealand,0.04,0.19,0.8340000000000001,2.926,9.922,33.338,66.662,historical_hybrid
